,Date,EURUSD,USDCAD
Mo,10/05/2009,1.4585,1.0805
Fr,10/02/2009,1.4545,1.0839
Th,10/01/2009,1.464,1.0695
We,09/30/2009,1.4587,1.0846
Tu,09/29/2009,1.4622,1.0846
Mo,09/28/2009,1.4691,1.0911
Fr,09/25/2009,1.4666,1.0892
Th,09/24/2009,1.4735,1.0745
We,09/23/2009,1.479,1.0692
Tu,09/22/2009,1.468,1.0791
Mo,09/21/2009,1.4707,1.0692
Fr,09/18/2009,1.4741,1.0646
Th,09/17/2009,1.4709,1.0659
We,09/16/2009,1.4658,1.0724
Tu,09/15/2009,1.4618,1.0827
Mo,09/14/2009,1.4581,1.0772
Fr,09/11/2009,1.4582,1.0772
Th,09/10/2009,1.4557,1.0785
We,09/09/2009,1.4478,1.0784
Tu,09/08/2009,1.4332,1.0779
Mo,09/07/2009,1.4309,1.0877
Fr,09/04/2009,1.4252,1.1019
Th,09/03/2009,1.4264,1.1051
We,09/02/2009,1.4224,1.1042
Tu,09/01/2009,1.4334,1.0938
Mo,08/31/2009,1.4298,1.0913
Fr,08/28/2009,1.4341,1.0877
Th,08/27/2009,1.4255,1.0973
We,08/26/2009,1.4297,1.0868
Tu,08/25/2009,1.4304,1.0762
Mo,08/24/2009,1.4329,1.0814
Fr,08/21/2009,1.4254,1.0869
Th,08/20/2009,1.4224,1.0953
We,08/19/2009,1.4136,1.101
Tu,08/18/2009,1.4082,1.1086
Mo,08/17/2009,1.419,1.0982
Fr,08/14/2009,1.4292,1.0872
Th,08/13/2009,1.4188,1.0893
We,08/12/2009,1.4149,1.1017
Tu,08/11/2009,1.414,1.0888
Mo,08/10/2009,1.4193,1.0814
Fr,08/07/2009,1.4345,1.0777
Th,08/06/2009,1.4404,1.0705
We,08/05/2009,1.4408,1.0726
Tu,08/04/2009,1.4413,1.0658
Mo,08/03/2009,1.4273,1.0782
Fr,07/31/2009,1.4075,1.0834
Th,07/30/2009,1.405,1.0894
We,07/29/2009,1.4167,1.0814
Tu,07/28/2009,1.4231,1.0812
Mo,07/27/2009,1.4212,1.0858
Fr,07/24/2009,1.4143,1.0889
Th,07/23/2009,1.422,1.0997
We,07/22/2009,1.4226,1.1037
Tu,07/21/2009,1.4231,1.1062
Mo,07/20/2009,1.4105,1.1155
Fr,07/17/2009,1.4148,1.1171
Th,07/16/2009,1.4107,1.1126
We,07/15/2009,1.3967,1.1329
Tu,07/14/2009,1.3978,1.1505
Mo,07/13/2009,1.3947,1.1628
Fr,07/10/2009,1.402,1.1623
Th,07/09/2009,1.3884,1.1675
We,07/08/2009,1.3924,1.1665
Tu,07/07/2009,1.3984,1.1592
Mo,07/06/2009,1.397,1.1608
Fr,07/03/2009,1.4003,1.163
Th,07/02/2009,1.4142,1.1496
We,07/01/2009,1.4033,1.1623
Tu,06/30/2009,1.4083,1.1564
Mo,06/29/2009,1.4053,1.1528
Fr,06/26/2009,1.3988,1.1546
Th,06/25/2009,1.393,1.1576
We,06/24/2009,1.4077,1.1496
Tu,06/23/2009,1.3865,1.1549
Mo,06/22/2009,1.3949,1.135
Fr,06/19/2009,1.39,1.1322
Th,06/18/2009,1.3942,1.1318
We,06/17/2009,1.3837,1.1355
Tu,06/16/2009,1.3803,1.1334
Mo,06/15/2009,1.4017,1.1195
Fr,06/12/2009,1.4108,1.1024
Th,06/11/2009,1.3984,1.1086
We,06/10/2009,1.4065,1.1043
Tu,06/09/2009,1.39,1.1157
Mo,06/08/2009,1.3963,1.1191
Fr,06/05/2009,1.4183,1.0971
Th,06/04/2009,1.4162,1.1104
We,06/03/2009,1.4303,1.0812
Tu,06/02/2009,1.4159,1.0935
Mo,06/01/2009,1.4163,1.0897
Fr,05/29/2009,1.3941,1.1133
Th,05/28/2009,1.3826,1.1231
We,05/27/2009,1.3985,1.1164
Tu,05/26/2009,1.4017,1.124
Mo,05/25/2009,1.3993,1.1195
Fr,05/22/2009,1.389,1.1374
Th,05/21/2009,1.378,1.1418
We,05/20/2009,1.363,1.1558
Tu,05/19/2009,1.3561,1.1636
Mo,05/18/2009,1.348,1.1776
Fr,05/15/2009,1.3639,1.1691
Th,05/14/2009,1.36,1.1741
We,05/13/2009,1.3648,1.1626
Tu,05/12/2009,1.3582,1.1669
Mo,05/11/2009,1.3627,1.1517
Fr,05/08/2009,1.339,1.1699
Th,05/07/2009,1.3335,1.1658
We,05/06/2009,1.333,1.1751
Tu,05/05/2009,1.3406,1.1724
Mo,05/04/2009,1.3264,1.1855
Fr,05/01/2009,1.323,1.1925
Th,04/30/2009,1.3271,1.2025
We,04/29/2009,1.3149,1.2196
Tu,04/28/2009,1.3036,1.2208
Mo,04/27/2009,1.3229,1.2103
Fr,04/24/2009,1.3144,1.2228
Th,04/23/2009,1.3005,1.2398
We,04/22/2009,1.2948,1.2358
Tu,04/21/2009,1.2921,1.2391
Mo,04/20/2009,1.305,1.2131
Fr,04/17/2009,1.3186,1.2073
Th,04/16/2009,1.3227,1.2033
We,04/15/2009,1.3259,1.2153
Tu,04/14/2009,1.3368,1.2199
Mo,04/13/2009,1.3187,1.2256
Fr,04/10/2009,1.3169,1.2237
Th,04/09/2009,1.3282,1.2364
We,04/08/2009,1.3272,1.2371
Tu,04/07/2009,1.3416,1.2382
Mo,04/06/2009,1.3475,1.23
Fr,04/03/2009,1.3461,1.2376
Th,04/02/2009,1.3249,1.26
We,04/01/2009,1.325,1.2602
Tu,03/31/2009,1.3199,1.2624
Mo,03/30/2009,1.3293,1.2422
Fr,03/27/2009,1.3526,1.2305
Th,03/26/2009,1.3582,1.2318
We,03/25/2009,1.3468,1.2321
Tu,03/24/2009,1.3633,1.2217
Mo,03/23/2009,1.3581,1.2404
Fr,03/20/2009,1.3665,1.2396
Th,03/19/2009,1.3474,1.2468
We,03/18/2009,1.3017,1.2701
Tu,03/17/2009,1.2967,1.2719
Mo,03/16/2009,1.289,1.269
Fr,03/13/2009,1.2913,1.2778
Th,03/12/2009,1.2837,1.2851
We,03/11/2009,1.2682,1.279
Tu,03/10/2009,1.2611,1.3013
Mo,03/09/2009,1.265,1.2862
Fr,03/06/2009,1.254,1.2911
Th,03/05/2009,1.2661,1.2731
We,03/04/2009,1.2561,1.293
Tu,03/03/2009,1.2578,1.2935
Mo,03/02/2009,1.264,1.274
Fr,02/27/2009,1.2744,1.2536
Th,02/26/2009,1.2723,1.2572
We,02/25/2009,1.2846,1.2423
Tu,02/24/2009,1.2694,1.2503
Mo,02/23/2009,1.2844,1.2491
Fr,02/20/2009,1.2674,1.258
Th,02/19/2009,1.253,1.261
We,02/18/2009,1.2582,1.2654
Tu,02/17/2009,1.2801,1.2426
Mo,02/16/2009,1.2854,1.2323
Fr,02/13/2009,1.2861,1.2438
Th,02/12/2009,1.2906,1.2383
We,02/11/2009,1.2913,1.2438
Tu,02/10/2009,1.3003,1.2174
Mo,02/09/2009,1.2915,1.2209
Fr,02/06/2009,1.2791,1.2323
Th,02/05/2009,1.2849,1.2323
We,02/04/2009,1.304,1.2296
Tu,02/03/2009,1.2843,1.2449
Mo,02/02/2009,1.2799,1.2279
Fr,01/30/2009,1.2954,1.2267
Th,01/29/2009,1.3166,1.2109
We,01/28/2009,1.316,1.2306
Tu,01/27/2009,1.3189,1.2226
Mo,01/26/2009,1.2983,1.2332
Fr,01/23/2009,1.3001,1.2547
Th,01/22/2009,1.3023,1.2551
We,01/21/2009,1.2904,1.267
Tu,01/20/2009,1.3069,1.2539
Mo,01/19/2009,1.3279,1.2438
Fr,01/16/2009,1.3115,1.2527
Th,01/15/2009,1.3191,1.2491
We,01/14/2009,1.3182,1.2243
Tu,01/13/2009,1.3362,1.2184
Mo,01/12/2009,1.347,1.1884
Fr,01/09/2009,1.3702,1.1798
Th,01/08/2009,1.3645,1.194
We,01/07/2009,1.3536,1.1841
Tu,01/06/2009,1.3635,1.1891
Mo,01/05/2009,1.3909,1.2065
Fr,01/02/2009,1.4045,1.2201
Th,01/01/2009,1.3971,1.2212
We,12/31/2008,1.4057,1.2166
Tu,12/30/2008,1.3927,1.2205
Mo,12/29/2008,1.4069,1.2206
Fr,12/26/2008,1.402,1.2153
Th,12/25/2008,1.4013,1.2138
We,12/24/2008,1.3929,1.2193
Tu,12/23/2008,1.3944,1.2215
Mo,12/22/2008,1.3925,1.2154
Fr,12/19/2008,1.4244,1.2047
Th,12/18/2008,1.442,1.1915
We,12/17/2008,1.4,1.2021
Tu,12/16/2008,1.3688,1.2337
Mo,12/15/2008,1.336,1.2461
Fr,12/12/2008,1.3352,1.2363
Th,12/11/2008,1.3023,1.2569
We,12/10/2008,1.2927,1.2626
Tu,12/09/2008,1.2964,1.2503
Mo,12/08/2008,1.2725,1.2686
Fr,12/05/2008,1.2777,1.2758
Th,12/04/2008,1.2716,1.2521
We,12/03/2008,1.2713,1.2463
Tu,12/02/2008,1.261,1.2483
Mo,12/01/2008,1.271,1.236
Fr,11/28/2008,1.2904,1.2317
Th,11/27/2008,1.2881,1.2324
We,11/26/2008,1.3065,1.2248
Tu,11/25/2008,1.2953,1.232
Mo,11/24/2008,1.259,1.2681
Fr,11/21/2008,1.2453,1.2969
Th,11/20/2008,1.2489,1.2547
We,11/19/2008,1.2618,1.2312
Tu,11/18/2008,1.265,1.2256
Mo,11/17/2008,1.2587,1.2363
Fr,11/14/2008,1.2769,1.2112
Th,11/13/2008,1.2505,1.2382
We,11/12/2008,1.2522,1.2072
Tu,11/11/2008,1.2748,1.1943
Mo,11/10/2008,1.2786,1.1849
Fr,11/07/2008,1.2715,1.1979
Th,11/06/2008,1.2955,1.1696
We,11/05/2008,1.2981,1.1501
Tu,11/04/2008,1.2643,1.1814
Mo,11/03/2008,1.275,1.2107
Fr,10/31/2008,1.2913,1.2004
Th,10/30/2008,1.2964,1.2233
We,10/29/2008,1.2683,1.2732
Tu,10/28/2008,1.2493,1.2949
Mo,10/27/2008,1.2585,1.2742
Fr,10/24/2008,1.2935,1.2472
Th,10/23/2008,1.2854,1.2539
We,10/22/2008,1.3063,1.2141
Tu,10/21/2008,1.3343,1.1911
Mo,10/20/2008,1.3406,1.1836
Fr,10/17/2008,1.3456,1.1783
Th,10/16/2008,1.35,1.1914
We,10/15/2008,1.3619,1.1624
Tu,10/14/2008,1.3582,1.1475
Mo,10/13/2008,1.35,1.1735
Fr,10/10/2008,1.3604,1.1501
Th,10/09/2008,1.3653,1.1282
We,10/08/2008,1.3589,1.1059
Tu,10/07/2008,1.3499,1.0994
Mo,10/06/2008,1.3719,1.0829
Fr,10/03/2008,1.3819,1.0794
Th,10/02/2008,1.4009,1.0627
We,10/01/2008,1.4092,1.0645
Tu,09/30/2008,1.4434,1.0456
Mo,09/29/2008,1.4599,1.0339
Fr,09/26/2008,1.4608,1.0348
Th,09/25/2008,1.4622,1.0385
We,09/24/2008,1.4647,1.0385
Tu,09/23/2008,1.4776,1.0358
Mo,09/22/2008,1.4469,1.048
Fr,09/19/2008,1.4347,1.0601
Th,09/18/2008,1.4326,1.0733
We,09/17/2008,1.4129,1.0683
Tu,09/16/2008,1.4243,1.0705
Mo,09/15/2008,1.4205,1.0611
Fr,09/12/2008,1.3999,1.0752
Th,09/11/2008,1.3999,1.0713
We,09/10/2008,1.4133,1.0713
Tu,09/09/2008,1.4129,1.0649
Mo,09/08/2008,1.4281,1.0619
Fr,09/05/2008,1.4325,1.0696
Th,09/04/2008,1.4496,1.0626
We,09/03/2008,1.452,1.0672
Tu,09/02/2008,1.4617,1.0667
Mo,09/01/2008,1.4675,1.0628
Fr,08/29/2008,1.4707,1.051
Th,08/28/2008,1.4727,1.0461
We,08/27/2008,1.4654,1.0484
Tu,08/26/2008,1.4754,1.0514
Mo,08/25/2008,1.4783,1.0473
Fr,08/22/2008,1.49,1.043
Th,08/21/2008,1.4747,1.0599
We,08/20/2008,1.4775,1.0612
Tu,08/19/2008,1.4695,1.0645
Mo,08/18/2008,1.4685,1.0591
Fr,08/15/2008,1.4826,1.0636
Th,08/14/2008,1.4918,1.0626
We,08/13/2008,1.4926,1.0636
Tu,08/12/2008,1.491,1.0692
Mo,08/11/2008,1.5009,1.0658
Fr,08/08/2008,1.5324,1.053
Th,08/07/2008,1.5407,1.0492
We,08/06/2008,1.5454,1.0435
Tu,08/05/2008,1.5576,1.0366
Mo,08/04/2008,1.5562,1.0271
Fr,08/01/2008,1.5603,1.0247
Th,07/31/2008,1.5576,1.0233
We,07/30/2008,1.5588,1.0239
Tu,07/29/2008,1.574,1.0226
Mo,07/28/2008,1.5708,1.0191
Fr,07/25/2008,1.5676,1.0148
Th,07/24/2008,1.5699,1.0103
We,07/23/2008,1.5782,1.0084
Tu,07/22/2008,1.5921,0.9998
Mo,07/21/2008,1.5853,1.0057
Fr,07/18/2008,1.5863,1.0058
Th,07/17/2008,1.5826,1.0019
We,07/16/2008,1.5912,1.0017
Tu,07/15/2008,1.5909,1.0061
Mo,07/14/2008,1.5936,1.0099
Fr,07/11/2008,1.5789,1.0085
Th,07/10/2008,1.5742,1.0117
We,07/09/2008,1.5671,1.0192
Tu,07/08/2008,1.5726,1.017
Mo,07/07/2008,1.5705,1.0174
Fr,07/04/2008,1.5705,1.0179
Th,07/03/2008,1.5883,1.0125
We,07/02/2008,1.5792,1.0221
Tu,07/01/2008,1.5755,1.0215
Mo,06/30/2008,1.5791,1.0106
Fr,06/27/2008,1.5758,1.0141
Th,06/26/2008,1.5666,1.0095
We,06/25/2008,1.5568,1.0112
Tu,06/24/2008,1.5517,1.0159
Mo,06/23/2008,1.5607,1.0172
Fr,06/20/2008,1.5504,1.0159
Th,06/19/2008,1.5535,1.0171
We,06/18/2008,1.551,1.0187
Tu,06/17/2008,1.5477,1.0237
Mo,06/16/2008,1.5372,1.0293
Fr,06/13/2008,1.5438,1.0241
Th,06/12/2008,1.5551,1.0198
We,06/11/2008,1.5467,1.0221
Tu,06/10/2008,1.5646,1.0234
Mo,06/09/2008,1.5779,1.0194
Fr,06/06/2008,1.5593,1.0178
Th,06/05/2008,1.5441,1.0165
We,06/04/2008,1.5444,1.0089
Tu,06/03/2008,1.5538,1.0013
Mo,06/02/2008,1.5547,0.9937
Fr,05/30/2008,1.5518,0.9877
Th,05/29/2008,1.5639,0.9901
We,05/28/2008,1.5691,0.9939
Tu,05/27/2008,1.577,0.9914
Mo,05/26/2008,1.576,0.9892
Fr,05/23/2008,1.5733,0.9845
Th,05/22/2008,1.5795,0.9836
We,05/21/2008,1.5646,0.9923
Tu,05/20/2008,1.551,0.9915
Mo,05/19/2008,1.5585,0.9993
Fr,05/16/2008,1.5448,0.9998
Th,05/15/2008,1.5473,1.0038
We,05/14/2008,1.5474,1.0038
Tu,05/13/2008,1.5553,1.0044
Mo,05/12/2008,1.5485,1.0056
Fr,05/09/2008,1.5394,1.0174
Th,05/08/2008,1.5393,1.0093
We,05/07/2008,1.5532,1.0025
Tu,05/06/2008,1.5497,1.0127
Mo,05/05/2008,1.5421,1.0189
Fr,05/02/2008,1.5475,1.0202
Th,05/01/2008,1.5621,1.0079
We,04/30/2008,1.5572,1.0127
Tu,04/29/2008,1.5657,1.0126
Mo,04/28/2008,1.5629,1.0138
Fr,04/25/2008,1.5682,1.0142
Th,04/24/2008,1.5889,1.017
We,04/23/2008,1.5991,1.0082
Tu,04/22/2008,1.5912,1.0054
Mo,04/21/2008,1.5814,1.0044
Fr,04/18/2008,1.5908,1.0105
Th,04/17/2008,1.5948,1.001
We,04/16/2008,1.579,1.0182
Tu,04/15/2008,1.5832,1.019
Mo,04/14/2008,1.5745,1.0232
Fr,04/11/2008,1.5742,1.0197
Th,04/10/2008,1.5831,1.0183
We,04/09/2008,1.5712,1.0133
Tu,04/08/2008,1.5711,1.0141
Mo,04/07/2008,1.5733,1.0087
Fr,04/04/2008,1.5684,1.0046
Th,04/03/2008,1.5686,1.0163
We,04/02/2008,1.5614,1.0213
Tu,04/01/2008,1.5788,1.0253
Mo,03/31/2008,1.5797,1.0226
Fr,03/28/2008,1.5779,1.0187
Th,03/27/2008,1.5845,1.018
We,03/26/2008,1.565,1.0165
Tu,03/25/2008,1.5423,1.0173
Mo,03/24/2008,1.5441,1.0245
Fr,03/21/2008,1.5428,1.0235
Th,03/20/2008,1.5626,1.0137
We,03/19/2008,1.5625,0.9922
Tu,03/18/2008,1.5729,0.9979
Mo,03/17/2008,1.5664,0.9908
Fr,03/14/2008,1.5635,0.9844
Th,03/13/2008,1.5551,0.9896
We,03/12/2008,1.5338,0.9921
Tu,03/11/2008,1.5344,0.9964
Mo,03/10/2008,1.5345,0.9895
Fr,03/07/2008,1.538,0.9857
Th,03/06/2008,1.5265,0.9844
We,03/05/2008,1.5217,0.9935
Tu,03/04/2008,1.5204,0.9901
Mo,03/03/2008,1.5187,0.9873
Fr,02/29/2008,1.5193,0.9752
Th,02/28/2008,1.512,0.9803
We,02/27/2008,1.4974,0.9815
Tu,02/26/2008,1.483,0.9962
Mo,02/25/2008,1.4827,1.0125
Fr,02/22/2008,1.4814,1.0112
Th,02/21/2008,1.4715,1.0128
We,02/20/2008,1.4726,1.0171
Tu,02/19/2008,1.4658,1.0076
Mo,02/18/2008,1.4675,1.0074
Fr,02/15/2008,1.4643,1.0001
Th,02/14/2008,1.4573,0.9972
We,02/13/2008,1.4584,1.0017
Tu,02/12/2008,1.4519,1.0016
Mo,02/11/2008,1.4512,1.0002
Fr,02/08/2008,1.4485,1.0087
Th,02/07/2008,1.4632,1.006
We,02/06/2008,1.4647,1.0079
Tu,02/05/2008,1.483,0.9935
Mo,02/04/2008,1.4808,0.9952
Fr,02/01/2008,1.4861,1.0028
Th,01/31/2008,1.4862,0.9933
We,01/30/2008,1.4776,0.9984
Tu,01/29/2008,1.4781,1.0035
Mo,01/28/2008,1.4679,1.0073
Fr,01/25/2008,1.4755,1.0037
Th,01/24/2008,1.4629,1.0241
We,01/23/2008,1.4629,1.0294
Tu,01/22/2008,1.4454,1.0349
Mo,01/21/2008,1.4612,1.0266
Fr,01/18/2008,1.4642,1.0295
Th,01/17/2008,1.4652,1.0252
We,01/16/2008,1.4804,1.0184
Tu,01/15/2008,1.4869,1.017
Mo,01/14/2008,1.4777,1.0196
Fr,01/11/2008,1.4804,1.0102
Th,01/10/2008,1.4659,1.0101
We,01/09/2008,1.4707,1.0064
Tu,01/08/2008,1.4696,1.0047
Mo,01/07/2008,1.4745,1.0029
Fr,01/04/2008,1.475,0.9897
Th,01/03/2008,1.4716,0.9937
We,01/02/2008,1.4592,0.9926
Tu,01/01/2008,1.459,0.9985
Mo,12/31/2007,1.4718,0.9809
Fr,12/28/2007,1.4626,0.9799
Th,12/27/2007,1.4489,0.9816
We,12/26/2007,1.4402,0.985
Tu,12/25/2007,1.4395,0.9838
Mo,12/24/2007,1.4373,0.992
Fr,12/21/2007,1.4329,1.0014
Th,12/20/2007,1.4383,1.0025
We,12/19/2007,1.4414,1.0058
Tu,12/18/2007,1.44,1.0053
Mo,12/17/2007,1.4425,1.0164
Fr,12/14/2007,1.4633,1.0208
Th,12/13/2007,1.4706,1.0123
We,12/12/2007,1.4655,1.015
Tu,12/11/2007,1.4712,1.0072
Mo,12/10/2007,1.4654,1.0046
Fr,12/07/2007,1.4637,1.0082
Th,12/06/2007,1.461,1.0117
We,12/05/2007,1.4758,1.0105
Tu,12/04/2007,1.4667,0.9994
Mo,12/03/2007,1.4643,0.998
Fr,11/30/2007,1.4743,0.9981
Th,11/29/2007,1.484,0.9852
We,11/28/2007,1.4828,0.9962
Tu,11/27/2007,1.4871,0.9901
Mo,11/26/2007,1.4824,0.9873
Fr,11/23/2007,1.4848,0.9854
Th,11/22/2007,1.4857,0.9871
We,11/21/2007,1.4839,0.9791
Tu,11/20/2007,1.4664,0.9836
Mo,11/19/2007,1.4667,0.9747
Fr,11/16/2007,1.4611,0.9851
Th,11/15/2007,1.465,0.9675
We,11/14/2007,1.4602,0.9592
Tu,11/13/2007,1.4533,0.9684
Mo,11/12/2007,1.4669,0.9425
Fr,11/09/2007,1.4674,0.9345
Th,11/08/2007,1.4639,0.9305
We,11/07/2007,1.4555,0.9202
Tu,11/06/2007,1.4469,0.9332
Mo,11/05/2007,1.45,0.9335
Fr,11/02/2007,1.4424,0.9509
Th,11/01/2007,1.4487,0.9427
We,10/31/2007,1.4432,0.9538
Tu,10/30/2007,1.4425,0.9539
Mo,10/29/2007,1.4395,0.9616
Fr,10/26/2007,1.4323,0.9666
Th,10/25/2007,1.4266,0.9683
We,10/24/2007,1.4262,0.9663
Tu,10/23/2007,1.4181,0.9785
Mo,10/22/2007,1.428,0.9665
Fr,10/19/2007,1.4294,0.9736
Th,10/18/2007,1.4207,0.9744
We,10/17/2007,1.4172,0.9789
Tu,10/16/2007,1.4204,0.9765
Mo,10/15/2007,1.413,0.9723
Fr,10/12/2007,1.4196,0.9766
Th,10/11/2007,1.4145,0.9816
We,10/10/2007,1.4105,0.9813
Tu,10/09/2007,1.4047,0.9866
Mo,10/08/2007,1.4138,0.9807
Fr,10/05/2007,1.4138,0.9967
Th,10/04/2007,1.4091,0.9981
We,10/03/2007,1.4153,0.9974
Tu,10/02/2007,1.4231,0.9916
Mo,10/01/2007,1.4277,0.991
Fr,09/28/2007,1.4152,1.0015
Th,09/27/2007,1.4127,1.0036
We,09/26/2007,1.4139,1.0036
Tu,09/25/2007,1.4086,1.002
Mo,09/24/2007,1.4077,1.0007
Fr,09/21/2007,1.4063,1.002
Th,09/20/2007,1.3957,1.0149
We,09/19/2007,1.3983,1.0127
Tu,09/18/2007,1.3867,1.0274
Mo,09/17/2007,1.3854,1.0297
Fr,09/14/2007,1.3883,1.0339
Th,09/13/2007,1.3902,1.0366
We,09/12/2007,1.3839,1.0426
Tu,09/11/2007,1.3802,1.0519
Mo,09/10/2007,1.3768,1.0543
Fr,09/07/2007,1.369,1.0522
Th,09/06/2007,1.3646,1.0536
We,09/05/2007,1.3604,1.0492
Tu,09/04/2007,1.3623,1.0525
Mo,09/03/2007,1.3625,1.0559
Fr,08/31/2007,1.3624,1.0585
Th,08/30/2007,1.3677,1.06
We,08/29/2007,1.3605,1.064
Tu,08/28/2007,1.3645,1.0543
Mo,08/27/2007,1.3669,1.0518
Fr,08/24/2007,1.3564,1.0527
Th,08/23/2007,1.3542,1.0619
We,08/22/2007,1.3465,1.062
Tu,08/21/2007,1.3476,1.055
Mo,08/20/2007,1.346,1.0582
Fr,08/17/2007,1.3425,1.076
Th,08/16/2007,1.3441,1.0785
We,08/15/2007,1.3532,1.0672
Tu,08/14/2007,1.3613,1.0538
Mo,08/13/2007,1.3691,1.0537
Fr,08/10/2007,1.3677,1.0577
Th,08/09/2007,1.3797,1.0486
We,08/08/2007,1.3735,1.0548
Tu,08/07/2007,1.3793,1.0525
Mo,08/06/2007,1.3766,1.0542
Fr,08/03/2007,1.3702,1.0521
Th,08/02/2007,1.3667,1.056
We,08/01/2007,1.3683,1.0667
Tu,07/31/2007,1.3696,1.0669
Mo,07/30/2007,1.3615,1.0632
Fr,07/27/2007,1.3745,1.0535
Th,07/26/2007,1.3721,1.0415
We,07/25/2007,1.3822,1.0356
Tu,07/24/2007,1.3806,1.0466
Mo,07/23/2007,1.3825,1.046
Fr,07/20/2007,1.3803,1.0431
Th,07/19/2007,1.3802,1.0436
We,07/18/2007,1.3781,1.0437
Tu,07/17/2007,1.3772,1.0436
Mo,07/16/2007,1.3796,1.0453
Fr,07/13/2007,1.3789,1.0456
Th,07/12/2007,1.3745,1.0541
We,07/11/2007,1.3747,1.0538
Tu,07/10/2007,1.3626,1.0498
Mo,07/09/2007,1.3611,1.0482
Fr,07/06/2007,1.3598,1.0561
Th,07/05/2007,1.3612,1.0574
We,07/04/2007,1.3608,1.0612
Tu,07/03/2007,1.3622,1.0557
Mo,07/02/2007,1.3544,1.0635
Fr,06/29/2007,1.3449,1.0592
Th,06/28/2007,1.3453,1.0704
We,06/27/2007,1.3454,1.0693
Tu,06/26/2007,1.3462,1.07
Mo,06/25/2007,1.3468,1.0704
Fr,06/22/2007,1.3389,1.0745
Th,06/21/2007,1.3405,1.066
We,06/20/2007,1.3427,1.0622
Tu,06/19/2007,1.3414,1.0709
Mo,06/18/2007,1.3391,1.0665
Fr,06/15/2007,1.3311,1.068
Th,06/14/2007,1.3311,1.0657
We,06/13/2007,1.3301,1.0676
Tu,06/12/2007,1.3357,1.0597
Mo,06/11/2007,1.333,1.0637
Fr,06/08/2007,1.3433,1.0647
Th,06/07/2007,1.3503,1.0584
We,06/06/2007,1.3523,1.0632
Tu,06/05/2007,1.3489,1.0586
Mo,06/04/2007,1.3448,1.057
Fr,06/01/2007,1.3452,1.0687
Th,05/31/2007,1.3428,1.0741
We,05/30/2007,1.3448,1.0735
Tu,05/29/2007,1.3451,1.0797
Mo,05/28/2007,1.3437,1.0805
Fr,05/25/2007,1.3428,1.0836
Th,05/24/2007,1.3459,1.082
We,05/23/2007,1.3448,1.0863
Tu,05/22/2007,1.3468,1.0844
Mo,05/21/2007,1.3508,1.0886
Fr,05/18/2007,1.3494,1.0998
Th,05/17/2007,1.3514,1.1044
We,05/16/2007,1.359,1.0985
Tu,05/15/2007,1.3546,1.1058
Mo,05/14/2007,1.352,1.1128
Fr,05/11/2007,1.3484,1.1112
Th,05/10/2007,1.3527,1.1045
We,05/09/2007,1.3542,1.1047
Tu,05/08/2007,1.36,1.1018
Mo,05/07/2007,1.3606,1.1081
Fr,05/04/2007,1.3549,1.1074
Th,05/03/2007,1.3592,1.109
We,05/02/2007,1.3604,1.1108
Tu,05/01/2007,1.3647,1.1095
Mo,04/30/2007,1.364,1.1163
Fr,04/27/2007,1.36,1.1215
Th,04/26/2007,1.3637,1.1147
We,04/25/2007,1.3639,1.1215
Tu,04/24/2007,1.3576,1.1219
Mo,04/23/2007,1.3598,1.123
Fr,04/20/2007,1.3612,1.1295
Th,04/19/2007,1.3608,1.128
We,04/18/2007,1.3566,1.1307
Tu,04/17/2007,1.3534,1.1314
Mo,04/16/2007,1.3539,1.1385
Fr,04/13/2007,1.3481,1.1346
Th,04/12/2007,1.343,1.1393
We,04/11/2007,1.3439,1.1473
Tu,04/10/2007,1.3354,1.1528
Mo,04/09/2007,1.3383,1.1507
Fr,04/06/2007,1.3428,1.1508
Th,04/05/2007,1.3367,1.1592
We,04/04/2007,1.3329,1.1584
Tu,04/03/2007,1.3365,1.1562
Mo,04/02/2007,1.3368,1.1546
Fr,03/30/2007,1.3331,1.1588
Th,03/29/2007,1.3312,1.1588
We,03/28/2007,1.335,1.1572
Tu,03/27/2007,1.3329,1.1612
Mo,03/26/2007,1.3289,1.1606
Fr,03/23/2007,1.333,1.1572
Th,03/22/2007,1.3385,1.1555
We,03/21/2007,1.3317,1.1615
Tu,03/20/2007,1.3302,1.177
Mo,03/19/2007,1.3311,1.1765
Fr,03/16/2007,1.3237,1.1771
Th,03/15/2007,1.3222,1.1761
We,03/14/2007,1.3196,1.1749
Tu,03/13/2007,1.3189,1.1716
Mo,03/12/2007,1.3105,1.1727
Fr,03/09/2007,1.3132,1.18
Th,03/08/2007,1.3176,1.1786
We,03/07/2007,1.3127,1.1767
Tu,03/06/2007,1.3088,1.1807
Mo,03/05/2007,1.3198,1.1763
Fr,03/02/2007,1.3185,1.1723
Th,03/01/2007,1.3228,1.1698
We,02/28/2007,1.3241,1.1669
Tu,02/27/2007,1.3187,1.1606
Mo,02/26/2007,1.3171,1.1593
Fr,02/23/2007,1.3126,1.1619
Th,02/22/2007,1.3138,1.1597
We,02/21/2007,1.3137,1.17
Tu,02/20/2007,1.3154,1.164
Mo,02/19/2007,1.3142,1.1629
Fr,02/16/2007,1.3141,1.1626
Th,02/15/2007,1.313,1.1659
We,02/14/2007,1.3038,1.1665
Tu,02/13/2007,1.2965,1.1751
Mo,02/12/2007,1.3,1.1757
